tno tname collage title leadclass sex
55001528 邱展鹏 物理科学学院 讲师  男
55001529 姜飞翮 物理科学学院 副教授  男
55001530 萧元基 物理科学学院 副教授  男
55001531 任安邦 物理科学学院 讲师  男
55001532 龚夜玉 体育科学学院 教授  女
55001533 姜玮奇 体育科学学院 教授  女
55001534 毛义茹 体育科学学院 副教授  女
55001535 孙学海 体育科学学院 讲师  男
55001536 汪彭魄 体育科学学院 教授  男
55001537 贺采薇 美术与设计学院 副教授  女
55001538 胡醉薇 美术与设计学院 讲师  女
55001539 崔国娟 美术与设计学院 教授  女
55001540 江语雪 美术与设计学院 讲师  女
55001541 侯天逸 美术与设计学院 讲师  男
55001542 钟景澄 美术与设计学院 副教授  男
55001543 龚斌蔚 美术与设计学院 讲师  男
55001544 杨茂材 美术与设计学院 讲师  男
55001545 武星晴 物理科学学院 讲师  女
55001546 李慕诗 物理科学学院 教授  女
55001547 薛慕夕 物理科学学院 教授  女
55001548 金白凝 物理科学学院 教授  女
55001549 姜锦欣 物理科学学院 讲师  女
55001550 谢冬卉 物理科学学院 副教授  女
55001551 钱德容 物理科学学院 副教授  男
55001552 梁高爽 物理科学学院 讲师  男
55001553 宋忆翠 化学化工学院 讲师  女
55001554 石歆美 化学化工学院 讲师  女
55001555 黄白柏 化学化工学院 副教授  女
55001556 钟思嘉 化学化工学院 讲师  女
55001557 曾胜红 化学化工学院 副教授  女
55001558 胡阳云 化学化工学院 教授  男
55001559 孙信厚 化学化工学院 讲师  男
55001560 马宏峻 化学化工学院 副教授  男
55001561 傅国源 化学化工学院 讲师  男
55001562 田天材 化学化工学院 教授  男
55001563 叶未央 化学化工学院 副教授  女
55001564 许逸馨 化学化工学院 副教授  女
55001565 吴醉薇 化学化工学院 教授  女
55001566 金雪儿 化学化工学院 副教授  女
55001567 郭恬萍 化学化工学院 讲师  女
55001568 秦哲美 化学化工学院 讲师  女
55001569 黄伟彦 化学化工学院 讲师  男
55001570 孔自明 化学化工学院 教授  男
55001571 崔问枫 人工智能学院 讲师  女
55001572 邓怿悦 人工智能学院 副教授  女
55001573 廖美芳 人工智能学院 讲师  女
55001574 袁逸仙 人工智能学院 副教授  男
55001575 孔乐正 人工智能学院 教授  男
55001576 杨正奇 人工智能学院 教授  男
55001577 龚雁凡 美术与设计学院 讲师  女
55001578 方沛岚 美术与设计学院 讲师  女
55001579 戴小霞 美术与设计学院 讲师  女
55001580 贾俊语 美术与设计学院 副教授  男
55001581 田星晖 美术与设计学院 教授  男
55001582 黎兰矢 体育科学学院 讲师  女
55001583 田桜井 体育科学学院 讲师  女
55001584 吴绮波 体育科学学院 教授  女
55001585 郝鸿雪 体育科学学院 副教授  男
55001586 何良翰 体育科学学院 教授  男
55001587 孔彭彭 体育科学学院 副教授  男
55001588 秦紫凝 航空航天工程学院 教授  女
55001589 赖胤文 航空航天工程学院 副教授  女
55001590 戴沛珊 航空航天工程学院 讲师  女
55001591 宋文君 航空航天工程学院 讲师  女
55001592 戴秋玉 航空航天工程学院 讲师  女
55001593 康坚诚 航空航天工程学院 讲师  男
55001594 易俊逸 航空航天工程学院 讲师  男
55001595 萧凡梦 物理科学学院 教授  女
55001596 龙悠逸 物理科学学院 教授  女
55001597 郝君丽 物理科学学院 讲师  女
55001598 宋宛畅 物理科学学院 副教授  女
55001599 何高原 物理科学学院 讲师  男
55001600 戴嘉瑞 物理科学学院 教授  男
55001601 汪正志 物理科学学院 副教授  男
55001602 余意致 物理科学学院 副教授  男
55001603 万津童 化学化工学院 讲师  女
55001604 宋春桃 化学化工学院 讲师  女
55001605 方思思 化学化工学院 副教授  女
55001606 邹姗姗 化学化工学院 教授  女
55001607 宋高洁 化学化工学院 讲师  男
55001608 漕高轩 化学化工学院 副教授  男
55001609 卢温茂 化学化工学院 教授  男
55001610 毛良奥 化学化工学院 讲师  男
55001611 董景怡 人工智能学院 教授  女
55001612 秦雁丝 人工智能学院 讲师  女
55001613 董访旋 人工智能学院 副教授  女
55001614 钱清卓 人工智能学院 副教授  女
55001615 廖姝妍 人工智能学院 讲师  女
55001616 张佳晨 人工智能学院 副教授  女
55001617 程溥心 人工智能学院 教授  男
55001618 冯鸿达 人工智能学院 教授  男
55001619 蔡永贞 人工智能学院 讲师  男
55001620 张蕴和 人工智能学院 副教授  男
55001621 顾玉韵 人工智能学院 讲师  男
55001622 白白秋 体育科学学院 教授  女
55001623 朱寒安 体育科学学院 副教授  女
55001624 周兰娟 体育科学学院 教授  女
55001625 武俊楠 体育科学学院 教授  男
55001626 崔祺福 体育科学学院 教授  男
55001627 贺嘉澍 体育科学学院 副教授  男
55001628 彭浩岚 航空航天工程学院 教授  女
55001629 漕友儿 航空航天工程学院 副教授  女
55001630 顾洁静 航空航天工程学院 副教授  女
55001631 顾凤婷 航空航天工程学院 教授  女
55001632 钟尔岚 航空航天工程学院 副教授  女
55001633 秦展鹏 航空航天工程学院 副教授  男
55001634 邹浩初 航空航天工程学院 教授  男
55001635 林雅韶 物理科学学院 讲师  女
55001636 张雨竹 物理科学学院 讲师  女
55001637 黄桂芝 物理科学学院 讲师  女
55001638 何亦绿 物理科学学院 教授  女
55001639 汤佳晨 物理科学学院 讲师  女
55001640 高明旭 物理科学学院 讲师  男
55001641 郑明知 物理科学学院 教授  男
55001642 尹修贤 物理科学学院 讲师  男
55001643 阎雪风 物理科学学院 副教授  男
55001644 段鸿畅 物理科学学院 教授  男
55001645 钱晓燕 物理科学学院 教授  女
55001646 叶以彤 物理科学学院 讲师  女
55001647 姚汉玲 物理科学学院 教授  女
55001648 卢晗玥 物理科学学院 教授  女
55001649 漕阳炎 物理科学学院 教授  男
55001650 朱景明 物理科学学院 副教授  男
55001651 尹心思 物理科学学院 副教授  男
55001652 徐夏柳 体育科学学院 讲师  女
55001653 胡雪婧 体育科学学院 副教授  女
55001654 朱俏美 体育科学学院 教授  女
55001655 顾妮子 体育科学学院 讲师  女
55001656 苏婉仪 体育科学学院 讲师  女
55001657 胡白易 体育科学学院 讲师  女
55001658 程高轩 体育科学学院 副教授  男
55001659 唐雅健 体育科学学院 副教授  男
55001660 龚奇志 体育科学学院 副教授  男
55001661 董奇胜 体育科学学院 教授  男
55001662 钟灵竹 体育科学学院 副教授  女
55001663 侯承文 体育科学学院 讲师  女
55001664 熊悠雅 体育科学学院 讲师  女
55001665 郑雅爱 体育科学学院 讲师  女
55001666 高凝梦 体育科学学院 副教授  女
55001667 胡香露 体育科学学院 副教授  女
55001668 曹浦泽 体育科学学院 副教授  男
55001669 高俊侠 体育科学学院 副教授  男
55001670 戴博瀚 体育科学学院 教授  男
55001671 谭光远 体育科学学院 讲师  男
55001672 邹哲思 体育科学学院 讲师  女
55001673 袁箫笛 体育科学学院 教授  女
55001674 蒋滇萍 体育科学学院 副教授  女
55001675 杨雅懿 体育科学学院 副教授  女
55001676 侯鸿云 体育科学学院 讲师  男
55001677 萧敏才 体育科学学院 教授  男
55001678 彭高义 体育科学学院 教授  男
55001679 万悦畅 计算机科学与技术学院 讲师  女
55001680 刘安波 计算机科学与技术学院 副教授  女
55001681 许沛柔 计算机科学与技术学院 副教授  女
55001682 康嘉良 计算机科学与技术学院 讲师  男
55001683 王宏茂 计算机科学与技术学院 教授  男
55001684 叶波涛 计算机科学与技术学院 讲师  男
55001685 金云岚 物理科学学院 讲师  女
55001686 戴立婷 物理科学学院 教授  女
55001687 汪彭丹 物理科学学院 副教授  女
55001688 邱子舒 物理科学学院 副教授  女
55001689 孔承恩 物理科学学院 副教授  男
55001690 易景福 物理科学学院 副教授  男
55001691 董永丰 物理科学学院 教授  男
55001692 易康适 物理科学学院 讲师  男
55001693 赖芷兰 化学化工学院 讲师  女
55001694 朱梓敏 化学化工学院 教授  女
55001695 江陶宁 化学化工学院 教授  女
55001696 廖蝶梦 化学化工学院 讲师  女
55001697 邓向荣 化学化工学院 教授  男
55001698 孙雪风 化学化工学院 副教授  男
55001699 谢丰茂 化学化工学院 讲师  男
55001700 宋乐心 音乐与舞蹈学院 讲师  女
55001701 石友儿 音乐与舞蹈学院 副教授  女
55001702 谢如容 音乐与舞蹈学院 教授  女
55001703 方琳秀 音乐与舞蹈学院 副教授  女
55001704 汪代荷 音乐与舞蹈学院 讲师  女
55001705 杜杉月 音乐与舞蹈学院 教授  女
55001706 贾鸿彩 音乐与舞蹈学院 教授  男
55001707 孙光耀 音乐与舞蹈学院 讲师  男
55001708 熊修诚 音乐与舞蹈学院 讲师  男
55001709 江永年 音乐与舞蹈学院 副教授  男
55001710 郝崇芳 音乐与舞蹈学院 讲师  女
55001711 于欣欣 音乐与舞蹈学院 教授  女
55001712 秦夏萱 音乐与舞蹈学院 讲师  女
55001713 叶华清 音乐与舞蹈学院 讲师  男
55001714 张安康 音乐与舞蹈学院 讲师  男
55001715 段修永 音乐与舞蹈学院 讲师  男
55001716 赖靖雁 电子电气工程学院 讲师  女
55001717 丁雨筠 电子电气工程学院 副教授  女
55001718 崔新美 电子电气工程学院 讲师  女
55001719 孟语海 电子电气工程学院 讲师  女
55001720 邱慧秀 电子电气工程学院 讲师  女
55001721 金萧曼 电子电气工程学院 副教授  女
55001722 姚昂然 电子电气工程学院 教授  男
55001723 叶学名 电子电气工程学院 副教授  男
55001724 贾昊焱 电子电气工程学院 副教授  男
55001725 钱听莲 物理科学学院 副教授  女
55001726 蔡闲丽 物理科学学院 讲师  女
55001727 谭司晨 物理科学学院 教授  女
55001728 贺尔容 物理科学学院 讲师  女
55001729 沈和雅 物理科学学院 讲师  男
55001730 武弘雅 物理科学学院 副教授  男
55001731 王祺瑞 物理科学学院 副教授  男
55001732 贾锐意 物理科学学院 讲师  男
55001733 罗思枫 化学化工学院 讲师  女
55001734 胡君雅 化学化工学院 教授  女
55001735 吴洁莹 化学化工学院 教授  女
55001736 曹波鸿 化学化工学院 教授  男
55001737 石成弘 化学化工学院 讲师  男
55001738 吴半莲 航空航天工程学院 教授  女
55001739 谢之玉 航空航天工程学院 讲师  女
55001740 邵春雪 航空航天工程学院 讲师  女
55001741 程智美 航空航天工程学院 副教授  女
55001742 余书翠 航空航天工程学院 教授  女
55001743 孙依丝 航空航天工程学院 教授  女
55001744 康俊彦 航空航天工程学院 教授  男
55001745 曾浩浩 航空航天工程学院 讲师  男
55001746 康景天 航空航天工程学院 副教授  男
55001747 顾宏阔 航空航天工程学院 讲师  男
55001748 卢春雨 航空航天工程学院 讲师  女
55001749 乔韶华 航空航天工程学院 教授  女
55001750 邱霓云 航空航天工程学院 讲师  女
55001751 陆访旋 航空航天工程学院 讲师  女
55001752 夏冷卉 航空航天工程学院 讲师  女
55001753 姚映天 航空航天工程学院 副教授  女
55001754 许承载 航空航天工程学院 副教授  男
55001755 潘承载 航空航天工程学院 教授  男
55001756 蒋炎彬 航空航天工程学院 讲师  男
55001757 白雅珺 航空航天工程学院 副教授  男
55001758 周温茂 航空航天工程学院 讲师  男
55001759 常秀秀 计算机科学与技术学院 教授  女
55001760 苏笑旋 计算机科学与技术学院 讲师  女
55001761 顾米兰 计算机科学与技术学院 讲师  女
55001762 杨英朗 计算机科学与技术学院 副教授  男
55001763 赖泰和 计算机科学与技术学院 教授  男
55001764 苏咏思 计算机科学与技术学院 教授  男
55001765 尹智敏 计算机科学与技术学院 教授  男
55001766 傅韵宁 电子电气工程学院 副教授  女
55001767 龙吉月 电子电气工程学院 副教授  女
55001768 孟和悦 电子电气工程学院 讲师  女
55001769 卢天睿 电子电气工程学院 教授  女
55001770 段弘图 电子电气工程学院 讲师  男
55001771 顾鸿彩 电子电气工程学院 讲师  男
55001772 武芳林 体育科学学院 讲师  女
55001773 吕璇珠 体育科学学院 副教授  女
55001774 苏兰蕙 体育科学学院 教授  女
55001775 汤傲丝 体育科学学院 讲师  女
55001776 毛乐欣 体育科学学院 教授  男
55001777 丁浩渺 体育科学学院 副教授  男
55001778 秦浩宕 体育科学学院 教授  男
55001779 阎元灵 计算机科学与技术学院 教授  女
55001780 陆珂妍 计算机科学与技术学院 教授  女
55001781 张醉蝶 计算机科学与技术学院 教授  女
55001782 白宜然 计算机科学与技术学院 副教授  女
55001783 高如冰 计算机科学与技术学院 副教授  女
55001784 侯睿思 计算机科学与技术学院 副教授  男
55001785 周鸿志 计算机科学与技术学院 讲师  男
55001786 戴宏旷 计算机科学与技术学院 教授  男
55001787 薛从波 美术与设计学院 副教授  女
55001788 邓婧芸 美术与设计学院 讲师  女
55001789 邓心语 美术与设计学院 讲师  女
55001790 贺倩冰 美术与设计学院 副教授  女
55001791 薛茂学 美术与设计学院 讲师  男
55001792 江元嘉 美术与设计学院 教授  男
55001793 任英光 美术与设计学院 副教授  男
55001794 魏坚秉 美术与设计学院 副教授  男
55001795 潘泰清 美术与设计学院 教授  男
55001796 钟嫣钰 电子电气工程学院 讲师  女
55001797 龙凝阳 电子电气工程学院 教授  女
55001798 文含莲 电子电气工程学院 副教授  女
55001799 沈语诗 电子电气工程学院 副教授  女
55001800 孔梦桐 电子电气工程学院 教授  女
55001801 江方雅 电子电气工程学院 教授  女
55001802 唐文轩 电子电气工程学院 副教授  男
55001803 漕旭尧 电子电气工程学院 讲师  男
55001804 彭敏叡 电子电气工程学院 讲师  男
55001805 林丝雨 物理科学学院 讲师  女
55001806 侯从菡 物理科学学院 教授  女
55001807 冯书语 物理科学学院 副教授  女
55001808 吴清懿 物理科学学院 副教授  女
55001809 曹希恩 物理科学学院 副教授  女
55001810 邓承宣 物理科学学院 教授  男
55001811 胡鹤轩 物理科学学院 副教授  男
55001812 马安寒 体育科学学院 副教授  女
55001813 杨修敏 体育科学学院 副教授  女
55001814 董俞莹 体育科学学院 教授  女
55001815 于瑜然 体育科学学院 副教授  女
55001816 邹千城 体育科学学院 教授  女
55001817 钱飞鸣 体育科学学院 教授  男
55001818 常嘉荣 体育科学学院 副教授  男
55001819 邓咏思 体育科学学院 讲师  男
55001820 夏阳伯 体育科学学院 讲师  男
55001821 黄傲菡 人工智能学院 副教授  女
55001822 赵正平 人工智能学院 副教授  女
55001823 夏南烟 人工智能学院 讲师  女
55001824 姜彩燕 人工智能学院 副教授  女
55001825 金绿旋 人工智能学院 教授  女
55001826 孟蔓菁 人工智能学院 教授  女
55001827 李飞鸿 人工智能学院 副教授  男
55001828 丁博雅 人工智能学院 副教授  男
55001829 袁懿轩 人工智能学院 教授  男
55001830 冯苏凌 音乐与舞蹈学院 教授  女
55001831 朱翠萍 音乐与舞蹈学院 教授  女
55001832 史树艳 音乐与舞蹈学院 讲师  女
55001833 曹松雪 音乐与舞蹈学院 讲师  女
55001834 汪平霞 音乐与舞蹈学院 讲师  女
55001835 高天材 音乐与舞蹈学院 讲师  男
55001836 徐同甫 音乐与舞蹈学院 副教授  男
55001837 薛志新 音乐与舞蹈学院 讲师  男
55001838 吕学林 音乐与舞蹈学院 讲师  男
55001839 许刚毅 音乐与舞蹈学院 副教授  男
55001840 林思山 音乐与舞蹈学院 讲师  女
55001841 孔岚风 音乐与舞蹈学院 讲师  女
55001842 冯芳菲 音乐与舞蹈学院 讲师  女
55001843 贺浩歌 音乐与舞蹈学院 副教授  男
55001844 孙子真 音乐与舞蹈学院 教授  男
55001845 郑雪娟 物理科学学院 副教授  女
55001846 万倩成 物理科学学院 教授  女
55001847 徐秉文 物理科学学院 教授  女
55001848 顾双儿 物理科学学院 副教授  女
55001849 谭学文 物理科学学院 副教授  男
55001850 郭鹏程 物理科学学院 教授  男
55001851 常经纶 物理科学学院 讲师  男
55001852 万华奥 物理科学学院 教授  男
55001853 贺雪蓉 化学化工学院 副教授  女
55001854 孔慧秀 化学化工学院 讲师  女
55001855 阎暮芸 化学化工学院 副教授  女
55001856 陆蔚落 化学化工学院 副教授  女
55001857 董乐荷 化学化工学院 副教授  女
55001858 钱兴学 化学化工学院 副教授  男
55001859 卢建本 化学化工学院 副教授  男
55001860 何锐锋 化学化工学院 副教授  男
55001861 龙德明 化学化工学院 讲师  男
55001862 袁语晨 体育科学学院 教授  女
55001863 沈恨蝶 体育科学学院 副教授  女
55001864 蔡凌香 体育科学学院 讲师  女
55001865 冯嘉玉 体育科学学院 讲师  男
55001866 唐宇文 体育科学学院 教授  男
55001867 段松雪 美术与设计学院 副教授  女
55001868 武正平 美术与设计学院 副教授  女
55001869 曹思艳 美术与设计学院 副教授  女
55001870 尹欣彤 美术与设计学院 副教授  女
55001871 杜顺美 美术与设计学院 教授  女
55001872 贾茂德 美术与设计学院 教授  男
55001873 韩英叡 美术与设计学院 讲师  男
55001874 萧博简 美术与设计学院 讲师  男
55001875 史嫚儿 物理科学学院 副教授  女
55001876 段彤云 物理科学学院 讲师  女
55001877 许沛柔 物理科学学院 副教授  女
55001878 乔施然 物理科学学院 讲师  女
55001879 邵瀚玥 物理科学学院 教授  男
55001880 陈鸿博 物理科学学院 副教授  男
55001881 任沈靖 人工智能学院 副教授  女
55001882 许韶仪 人工智能学院 讲师  女
55001883 白瑶华 人工智能学院 教授  女
55001884 常西华 人工智能学院 讲师  女
55001885 任文耀 人工智能学院 教授  男
55001886 汪昊天 人工智能学院 教授  男
55001887 段温书 人工智能学院 副教授  男
55001888 文弘和 人工智能学院 副教授  男
55001889 孙建弼 人工智能学院 讲师  男
55001890 张芬菲 音乐与舞蹈学院 教授  女
55001891 邵方玉 音乐与舞蹈学院 讲师  女
55001892 郑晶婧 音乐与舞蹈学院 副教授  女
55001893 白悠雅 音乐与舞蹈学院 教授  女
55001894 孟凝远 音乐与舞蹈学院 副教授  女
55001895 王兴怀 音乐与舞蹈学院 副教授  男
55001896 赵天材 音乐与舞蹈学院 讲师  男
55001897 汪元正 音乐与舞蹈学院 教授  男
55001898 苏欣悦 音乐与舞蹈学院 副教授  男
55001899 孟修能 音乐与舞蹈学院 副教授  男
55001900 程孤萍 音乐与舞蹈学院 副教授  女
55001901 赵恨桃 音乐与舞蹈学院 讲师  女
55001902 田初露 音乐与舞蹈学院 副教授  女
55001903 阎颜英 音乐与舞蹈学院 教授  女
55001904 田星驰 音乐与舞蹈学院 教授  男
55001905 黎晗日 音乐与舞蹈学院 副教授  男
55001906 董泽宇 音乐与舞蹈学院 副教授  男
55001907 谭新翰 音乐与舞蹈学院 副教授  男
55001908 任元瑶 航空航天工程学院 讲师  女
55001909 郭嫚儿 航空航天工程学院 讲师  女
55001910 韩古兰 航空航天工程学院 教授  女
55001911 郭音仪 航空航天工程学院 教授  女
55001912 高思嘉 航空航天工程学院 讲师  女
55001913 袁乐天 航空航天工程学院 副教授  男
55001914 胡和昶 航空航天工程学院 副教授  男
55001915 熊子平 航空航天工程学院 副教授  男
55001916 胡浩荡 航空航天工程学院 讲师  男
55001917 万诗双 美术与设计学院 副教授  女
55001918 谭胜花 美术与设计学院 教授  女
55001919 邵真洁 美术与设计学院 教授  女
55001920 崔菁菁 美术与设计学院 副教授  女
55001921 邱惠美 美术与设计学院 副教授  女
55001922 李滢莹 美术与设计学院 讲师  女
55001923 徐昂然 美术与设计学院 教授  男
55001924 常明智 美术与设计学院 讲师  男
55001925 戴鸿雪 美术与设计学院 副教授  男
55001926 侯韦曲 电子电气工程学院 讲师  女
55001927 胡英莉 电子电气工程学院 讲师  女
55001928 何夕文 电子电气工程学院 讲师  女
55001929 任浩言 电子电气工程学院 教授  男
55001930 乔明智 电子电气工程学院 副教授  男
55001931 夏浦泽 电子电气工程学院 副教授  男
55001932 方鸿德 电子电气工程学院 副教授  男
55001933 谢颐和 化学化工学院 副教授  女
55001934 薛婷旭 化学化工学院 副教授  女
55001935 孟布衣 化学化工学院 讲师  女
55001936 胡映秋 化学化工学院 讲师  女
55001937 程安筠 化学化工学院 讲师  女
55001938 江冠芳 化学化工学院 副教授  女
55001939 王景同 化学化工学院 教授  男
55001940 毛涵意 化学化工学院 讲师  男
55001941 徐星汉 化学化工学院 教授  男
55001942 易采波 体育科学学院 副教授  女
55001943 史子爱 体育科学学院 教授  女
55001944 赖微月 体育科学学院 讲师  女
55001945 孟思琳 体育科学学院 教授  女
55001946 江嘉荣 体育科学学院 讲师  男
55001947 傅雅逸 体育科学学院 副教授  男
55001948 顾涵意 体育科学学院 讲师  男
55001949 梁永嘉 体育科学学院 讲师  男
55001950 史宏富 体育科学学院 教授  男
55001951 邵梦秋 人工智能学院 讲师  女
55001952 萧晴田 人工智能学院 教授  女
55001953 赵霞绮 人工智能学院 教授  女
55001954 易兴生 人工智能学院 副教授  男
55001955 赵逸春 人工智能学院 讲师  男
55001956 曾乐邦 人工智能学院 教授  男
55001957 黄雪峰 人工智能学院 副教授  男
55001958 金雪柳 航空航天工程学院 教授  女
55001959 于雯琴 航空航天工程学院 讲师  女
55001960 廖由希 航空航天工程学院 讲师  女
55001961 罗嘉颖 航空航天工程学院 副教授  女
55001962 苏川暮 航空航天工程学院 讲师  女
55001963 于微月 航空航天工程学院 教授  女
55001964 邱天韵 航空航天工程学院 副教授  男
55001965 贺经纬 航空航天工程学院 教授  男
55001966 钟嘉谊 航空航天工程学院 教授  男
55001967 卢成仁 航空航天工程学院 教授  男
55001968 汪飞鸣 航空航天工程学院 副教授  男
55001969 胡朗宁 计算机科学与技术学院 讲师  女
55001970 丁晓玉 计算机科学与技术学院 副教授  女
55001971 史飞双 计算机科学与技术学院 副教授  女
55001972 杜凡霜 计算机科学与技术学院 教授  女
55001973 张华辉 计算机科学与技术学院 教授  男
55001974 金向阳 计算机科学与技术学院 讲师  男
55001975 李觅荷 物理科学学院 教授  女
55001976 唐白晴 物理科学学院 教授  女
55001977 杨尔白 物理科学学院 讲师  女
55001978 史琼芳 物理科学学院 副教授  女
55001979 石清晖 物理科学学院 教授  女
55001980 李瀚玥 物理科学学院 教授  男
55001981 石雨华 物理科学学院 副教授  男
55001982 郭明朗 物理科学学院 副教授  男
55001983 康蕴涵 物理科学学院 教授  男
55001984 姚烨熠 物理科学学院 教授  男
55001985 高水桃 物理科学学院 教授  女
55001986 王采波 物理科学学院 讲师  女
55001987 叶怜翠 物理科学学院 教授  女
55001988 郭含文 物理科学学院 教授  女
55001989 曾承福 物理科学学院 教授  男
55001990 董伟才 物理科学学院 副教授  男
55001991 曾高峰 物理科学学院 教授  男
55001992 邵彬炳 物理科学学院 教授  男
55001993 陆雅致 化学化工学院 副教授  女
55001994 康雁梅 化学化工学院 副教授  女
55001995 冯岚风 化学化工学院 教授  女
55001996 漕傲儿 化学化工学院 讲师  女
55001997 孟凯泽 化学化工学院 讲师  男
55001998 宋弘业 化学化工学院 讲师  男
55001999 熊洮洮 计算机科学与技术学院 副教授  女
55002000 邱盼芙 计算机科学与技术学院 教授  女
55002001 薛则悦 计算机科学与技术学院 教授  女
55002002 常秋怡 计算机科学与技术学院 副教授  女
55002003 朱笑白 计算机科学与技术学院 教授  女
55002004 毛蝶梦 计算机科学与技术学院 讲师  女
55002005 陈鸿轩 计算机科学与技术学院 副教授  男
55002006 汪奇志 计算机科学与技术学院 教授  男
55002007 于沈靖 美术与设计学院 教授  女
55002008 黄青蓉 美术与设计学院 副教授  女
55002009 尹芷文 美术与设计学院 讲师  女
55002010 段承弼 美术与设计学院 副教授  男
55002011 林康胜 美术与设计学院 副教授  男
55002012 孙锐精 美术与设计学院 副教授  男
55002013 曾修诚 美术与设计学院 副教授  男
55002014 夏宾白 美术与设计学院 副教授  男
55002015 邵含双 物理科学学院 讲师  女
55002016 王桃花 物理科学学院 讲师  女
55002017 段艳芳 物理科学学院 讲师  女
55002018 张姝惠 物理科学学院 副教授  女
55002019 史思义 物理科学学院 教授  女
55002020 蔡清舒 物理科学学院 讲师  女
55002021 沈宏旷 物理科学学院 教授  男
55002022 姚弘博 物理科学学院 教授  男
55002023 陆华晖 物理科学学院 副教授  男
55002024 高高飞 物理科学学院 讲师  男
55002025 邵宏硕 物理科学学院 副教授  男
55002026 唐燕桦 电子电气工程学院 副教授  女
55002027 龚琳溪 电子电气工程学院 副教授  女
55002028 邱盼丹 电子电气工程学院 讲师  女
55002029 傅雅寒 电子电气工程学院 讲师  女
55002030 贺建明 电子电气工程学院 副教授  男
55002031 卢弘壮 电子电气工程学院 副教授  男
55002032 程阳文 电子电气工程学院 教授  男
55002033 薛婀娜 化学化工学院 教授  女
55002034 武怜梦 化学化工学院 副教授  女
55002035 余贤惠 化学化工学院 教授  女
55002036 侯弘伟 化学化工学院 讲师  男
55002037 康宏博 化学化工学院 讲师  男
55002038 史以蓝 航空航天工程学院 讲师  女
55002039 周云淡 航空航天工程学院 教授  女
55002040 贾雪婧 航空航天工程学院 教授  女
55002041 唐恨竹 航空航天工程学院 讲师  女
55002042 顾文英 航空航天工程学院 教授  女
55002043 孟雅爱 航空航天工程学院 讲师  女
55002044 罗奇伟 航空航天工程学院 副教授  男
55002045 魏华荣 航空航天工程学院 教授  男
55002046 蒋正初 航空航天工程学院 教授  男
55002047 袁康复 航空航天工程学院 副教授  男
55002048 罗国兴 航空航天工程学院 副教授  男
55002049 龚春娇 计算机科学与技术学院 副教授  女
55002050 石访枫 计算机科学与技术学院 讲师  女
55002051 汪依玲 计算机科学与技术学院 讲师  女
55002052 石花泽 计算机科学与技术学院 副教授  女
55002053 龚平和 计算机科学与技术学院 讲师  女
55002054 黄志业 计算机科学与技术学院 教授  男
55002055 范同方 计算机科学与技术学院 副教授  男
55002056 赵有芳 电子电气工程学院 副教授  女
55002057 石飞烟 电子电气工程学院 副教授  女
55002058 杜莹白 电子电气工程学院 副教授  女
55002059 傅冰薇 电子电气工程学院 教授  女
55002060 胡清漪 电子电气工程学院 副教授  女
55002061 孙虹英 电子电气工程学院 教授  女
55002062 蒋天成 电子电气工程学院 副教授  男
55002063 蔡德曜 电子电气工程学院 副教授  男
55002064 孔鸿运 电子电气工程学院 副教授  男
55002065 蔡安澜 电子电气工程学院 教授  男
55002066 廖宜嘉 电子电气工程学院 教授  女
55002067 宋问香 电子电气工程学院 教授  女
55002068 郑幼萱 电子电气工程学院 讲师  女
55002069 田浩初 电子电气工程学院 副教授  男
55002070 龙宏逸 电子电气工程学院 副教授  男
55002071 范子安 电子电气工程学院 讲师  男
55002072 陈鸿宝 电子电气工程学院 讲师  男
55002073 吴英纵 电子电气工程学院 副教授  男
55002074 谭碧灵 数学与统计学院 教授  女
55002075 蒋思蕊 数学与统计学院 副教授  女
55002076 卢浅伽 数学与统计学院 教授  女
55002077 周献仪 数学与统计学院 副教授  女
55002078 邱春芳 数学与统计学院 副教授  女
55002079 汪香雪 数学与统计学院 讲师  女
55002080 徐俊楠 数学与统计学院 讲师  男
55002081 龙元德 数学与统计学院 副教授  男
55002082 朱晶霞 体育科学学院 教授  女
55002083 曹欣怡 体育科学学院 副教授  女
55002084 崔瑞绣 体育科学学院 讲师  女
55002085 龚暄文 体育科学学院 教授  女
55002086 余灵卉 体育科学学院 副教授  女
55002087 顾傲松 体育科学学院 讲师  女
55002088 马弘光 体育科学学院 讲师  男
55002089 李安康 体育科学学院 讲师  男
55002090 董苏微 音乐与舞蹈学院 副教授  女
55002091 蔡方雅 音乐与舞蹈学院 教授  女
55002092 崔恬谧 音乐与舞蹈学院 副教授  女
55002093 贾白薇 音乐与舞蹈学院 副教授  女
55002094 姚山柏 音乐与舞蹈学院 讲师  女
55002095 袁承安 音乐与舞蹈学院 教授  男
55002096 余鸿宝 音乐与舞蹈学院 教授  男
55002097 陈高畅 音乐与舞蹈学院 副教授  男
55002098 钟修真 音乐与舞蹈学院 讲师  男
55002099 顾滢渟 计算机科学与技术学院 教授  女
55002100 叶晴雪 计算机科学与技术学院 教授  女
55002101 常悦爱 计算机科学与技术学院 教授  女
55002102 冯之山 计算机科学与技术学院 副教授  女
55002103 于小珍 计算机科学与技术学院 副教授  女
55002104 冯志尚 计算机科学与技术学院 讲师  男
55002105 潘力夫 计算机科学与技术学院 副教授  男
55002106 熊梓柔 电子电气工程学院 教授  女
